date,location,aqi,pm25
2016-04-20T00:00:00.000Z,龙赛医院,57,20
2016-04-20T00:00:00.000Z,三江中学,44,18
2016-04-20T00:00:00.000Z,钱湖水厂,36,20
2016-04-20T00:00:00.000Z,太古小学,41,19
2016-04-20T00:00:00.000Z,市环境监测中心,44,17
2016-04-20T00:00:00.000Z,万里国际学校,39,23
2016-04-20T01:00:00.000Z,选择监测点,46,20
2016-04-20T01:00:00.000Z,区环保大楼,52,20
2016-04-20T01:00:00.000Z,万里学院,40,21
2016-04-20T01:00:00.000Z,龙赛医院,53,17
2016-04-20T01:00:00.000Z,三江中学,50,22
2016-04-20T01:00:00.000Z,钱湖水厂,34,18
2016-04-20T01:00:00.000Z,太古小学,51,23
2016-04-20T01:00:00.000Z,市环境监测中心,46,18
2016-04-20T01:00:00.000Z,万里国际学校,46,26
2016-04-20T02:00:00.000Z,选择监测点,45,20
2016-04-20T02:00:00.000Z,区环保大楼,52,21
2016-04-20T02:00:00.000Z,万里学院,44,23
2016-04-20T02:00:00.000Z,龙赛医院,45,14
2016-04-20T02:00:00.000Z,三江中学,53,25
2016-04-20T02:00:00.000Z,钱湖水厂,34,18
2016-04-20T02:00:00.000Z,太古小学,48,20
2016-04-20T02:00:00.000Z,市环境监测中心,45,18
2016-04-20T02:00:00.000Z,万里国际学校,42,23
2016-04-20T03:00:00.000Z,选择监测点,41,18
2016-04-20T03:00:00.000Z,区环保大楼,44,17
2016-04-20T03:00:00.000Z,万里学院,41,21
2016-04-20T03:00:00.000Z,龙赛医院,36,12
2016-04-20T03:00:00.000Z,三江中学,54,26
2016-04-20T03:00:00.000Z,钱湖水厂,35,15
2016-04-20T03:00:00.000Z,太古小学,42,19
2016-04-20T03:00:00.000Z,市环境监测中心,46,20
2016-04-20T03:00:00.000Z,万里国际学校,36,21
2016-04-20T04:00:00.000Z,选择监测点,38,18
2016-04-20T04:00:00.000Z,区环保大楼,40,17
2016-04-20T04:00:00.000Z,万里学院,33,19
2016-04-20T04:00:00.000Z,龙赛医院,37,14
2016-04-20T04:00:00.000Z,三江中学,50,25
2016-04-20T04:00:00.000Z,钱湖水厂,35,14
2016-04-20T04:00:00.000Z,太古小学,41,20
2016-04-20T04:00:00.000Z,市环境监测中心,42,18
2016-04-20T04:00:00.000Z,万里国际学校,31,19
2016-04-20T05:00:00.000Z,选择监测点,39,19
2016-04-20T05:00:00.000Z,区环保大楼,42,19
2016-04-20T05:00:00.000Z,万里学院,30,17
2016-04-20T05:00:00.000Z,龙赛医院,40,15
2016-04-20T05:00:00.000Z,三江中学,40,20
2016-04-20T05:00:00.000Z,钱湖水厂,35,12
2016-04-20T05:00:00.000Z,太古小学,48,26
2016-04-20T05:00:00.000Z,市环境监测中心,38,18
2016-04-20T05:00:00.000Z,万里国际学校,42,27
2016-04-20T06:00:00.000Z,选择监测点,32,17
2016-04-20T06:00:00.000Z,区环保大楼,32,17
2016-04-20T06:00:00.000Z,万里学院,26,18
2016-04-20T06:00:00.000Z,龙赛医院,31,12
2016-04-20T06:00:00.000Z,三江中学,35,18
2016-04-20T06:00:00.000Z,钱湖水厂,32,10
2016-04-20T06:00:00.000Z,太古小学,28,18
2016-04-20T06:00:00.000Z,市环境监测中心,33,16
2016-04-20T06:00:00.000Z,万里国际学校,43,28
2016-04-20T07:00:00.000Z,选择监测点,26,13
2016-04-20T07:00:00.000Z,区环保大楼,27,15
2016-04-20T07:00:00.000Z,万里学院,22,9
2016-04-20T07:00:00.000Z,龙赛医院,27,12
2016-04-20T07:00:00.000Z,三江中学,24,13
2016-04-20T07:00:00.000Z,钱湖水厂,31,7
2016-04-20T07:00:00.000Z,太古小学,22,15
2016-04-20T07:00:00.000Z,市环境监测中心,29,12
2016-04-20T07:00:00.000Z,万里国际学校,32,22
2016-04-20T08:00:00.000Z,选择监测点,26,9
2016-04-20T08:00:00.000Z,区环保大楼,23,11
2016-04-20T08:00:00.000Z,万里学院,21,8
2016-04-20T08:00:00.000Z,龙赛医院,31,5
2016-04-20T08:00:00.000Z,三江中学,30,11
2016-04-20T08:00:00.000Z,钱湖水厂,28,8
2016-04-20T08:00:00.000Z,太古小学,30,14
2016-04-20T08:00:00.000Z,市环境监测中心,28,12
2016-04-20T08:00:00.000Z,万里国际学校,23,9
2016-04-20T09:00:00.000Z,选择监测点,25,8
2016-04-20T09:00:00.000Z,区环保大楼,22,6
2016-04-20T09:00:00.000Z,万里学院,20,10
2016-04-20T09:00:00.000Z,龙赛医院,28,6
2016-04-20T09:00:00.000Z,三江中学,30,13
2016-04-20T09:00:00.000Z,钱湖水厂,32,5
2016-04-20T09:00:00.000Z,太古小学,24,13
2016-04-20T09:00:00.000Z,市环境监测中心,26,10
2016-04-20T09:00:00.000Z,万里国际学校,25,6
2016-04-20T10:00:00.000Z,选择监测点,25,9
2016-04-20T10:00:00.000Z,区环保大楼,25,6
2016-04-20T10:00:00.000Z,万里学院,20,9
2016-04-20T10:00:00.000Z,龙赛医院,26,11
2016-04-20T10:00:00.000Z,三江中学,33,14
2016-04-20T10:00:00.000Z,钱湖水厂,31,5
2016-04-20T10:00:00.000Z,太古小学,23,11
2016-04-20T10:00:00.000Z,市环境监测中心,26,12
2016-04-20T10:00:00.000Z,万里国际学校,22,7
2016-04-20T11:00:00.000Z,选择监测点,31,14
2016-04-20T11:00:00.000Z,区环保大楼,25,9
2016-04-20T11:00:00.000Z,万里学院,23,16
2016-04-20T11:00:00.000Z,龙赛医院,34,17
2016-04-20T11:00:00.000Z,三江中学,45,23
2016-04-20T11:00:00.000Z,钱湖水厂,29,9
2016-04-20T11:00:00.000Z,太古小学,38,16
2016-04-20T11:00:00.000Z,市环境监测中心,33,18
2016-04-20T11:00:00.000Z,万里国际学校,21,9
2016-04-20T12:00:00.000Z,选择监测点,37,22
2016-04-20T12:00:00.000Z,区环保大楼,26,18
2016-04-20T12:00:00.000Z,万里学院,30,21
2016-04-20T12:00:00.000Z,龙赛医院,58,34
2016-04-20T12:00:00.000Z,三江中学,47,31
2016-04-20T12:00:00.000Z,钱湖水厂,24,13
2016-04-20T12:00:00.000Z,太古小学,41,24
2016-04-20T12:00:00.000Z,市环境监测中心,47,26
2016-04-20T12:00:00.000Z,万里国际学校,24,14
2016-04-20T13:00:00.000Z,选择监测点,47,31
2016-04-20T13:00:00.000Z,区环保大楼,38,26
2016-04-20T13:00:00.000Z,万里学院,57,40
2016-04-20T13:00:00.000Z,龙赛医院,72,51
2016-04-20T13:00:00.000Z,三江中学,53,37
2016-04-20T13:00:00.000Z,钱湖水厂,28,19
2016-04-20T13:00:00.000Z,太古小学,45,27
2016-04-20T13:00:00.000Z,市环境监测中心,49,30
2016-04-20T13:00:00.000Z,万里国际学校,34,22
2016-04-20T14:00:00.000Z,选择监测点,50,34
2016-04-20T14:00:00.000Z,区环保大楼,39,27
2016-04-20T14:00:00.000Z,万里学院,60,43
2016-04-20T14:00:00.000Z,龙赛医院,68,45
2016-04-20T14:00:00.000Z,三江中学,63,45
2016-04-20T14:00:00.000Z,钱湖水厂,33,23
2016-04-20T14:00:00.000Z,太古小学,41,26
2016-04-20T14:00:00.000Z,市环境监测中心,54,38
2016-04-20T14:00:00.000Z,万里国际学校,42,29
2016-04-20T15:00:00.000Z,选择监测点,55,39
2016-04-20T15:00:00.000Z,区环保大楼,35,24
2016-04-20T15:00:00.000Z,万里学院,59,42
2016-04-20T15:00:00.000Z,龙赛医院,88,65
2016-04-20T15:00:00.000Z,三江中学,69,50
2016-04-20T15:00:00.000Z,钱湖水厂,33,22
2016-04-20T15:00:00.000Z,太古小学,52,36
2016-04-20T15:00:00.000Z,市环境监测中心,60,43
2016-04-20T15:00:00.000Z,万里国际学校,47,31
2016-04-20T16:00:00.000Z,选择监测点,52,36
2016-04-20T16:00:00.000Z,区环保大楼,32,22
2016-04-20T16:00:00.000Z,万里学院,58,41
2016-04-20T16:00:00.000Z,龙赛医院,62,42
2016-04-20T16:00:00.000Z,三江中学,60,43
2016-04-20T16:00:00.000Z,钱湖水厂,32,22
2016-04-20T16:00:00.000Z,太古小学,52,32
2016-04-20T16:00:00.000Z,市环境监测中心,68,49
2016-04-20T16:00:00.000Z,万里国际学校,53,37
2016-04-20T17:00:00.000Z,选择监测点,57,40
2016-04-20T17:00:00.000Z,区环保大楼,48,33
2016-04-20T17:00:00.000Z,万里学院,54,38
2016-04-20T17:00:00.000Z,龙赛医院,68,49
2016-04-20T17:00:00.000Z,三江中学,52,36
2016-04-20T17:00:00.000Z,钱湖水厂,32,22
2016-04-20T17:00:00.000Z,太古小学,49,34
2016-04-20T17:00:00.000Z,市环境监测中心,64,46
2016-04-20T17:00:00.000Z,万里国际学校,92,68
2016-04-20T18:00:00.000Z,选择监测点,54,38
2016-04-20T18:00:00.000Z,区环保大楼,52,36
2016-04-20T18:00:00.000Z,万里学院,54,38
2016-04-20T18:00:00.000Z,龙赛医院,52,35
2016-04-20T18:00:00.000Z,三江中学,68,49
2016-04-20T18:00:00.000Z,钱湖水厂,32,22
2016-04-20T18:00:00.000Z,太古小学,49,34
2016-04-20T18:00:00.000Z,市环境监测中心,63,45
2016-04-20T18:00:00.000Z,万里国际学校,68,49
2016-04-20T19:00:00.000Z,选择监测点,61,43
2016-04-20T19:00:00.000Z,区环保大楼,53,37
2016-04-20T19:00:00.000Z,万里学院,64,46
2016-04-20T19:00:00.000Z,龙赛医院,59,42
2016-04-20T19:00:00.000Z,三江中学,73,53
2016-04-20T19:00:00.000Z,钱湖水厂,65,47
2016-04-20T19:00:00.000Z,太古小学,54,38
2016-04-20T19:00:00.000Z,市环境监测中心,62,44
2016-04-20T19:00:00.000Z,万里国际学校,62,44
2016-04-20T20:00:00.000Z,选择监测点,53,38
2016-04-20T20:00:00.000Z,区环保大楼,39,27
2016-04-20T20:00:00.000Z,万里学院,70,51
2016-04-20T20:00:00.000Z,龙赛医院,73,53
2016-04-20T20:00:00.000Z,三江中学,60,43
2016-04-20T20:00:00.000Z,钱湖水厂,32,22
2016-04-20T20:00:00.000Z,太古小学,50,35
2016-04-20T20:00:00.000Z,市环境监测中心,58,41
2016-04-20T20:00:00.000Z,万里国际学校,49,34
2016-04-20T21:00:00.000Z,选择监测点,45,31
2016-04-20T21:00:00.000Z,区环保大楼,40,28
2016-04-20T21:00:00.000Z,万里学院,59,42
2016-04-20T21:00:00.000Z,龙赛医院,52,36
2016-04-20T21:00:00.000Z,三江中学,58,41
2016-04-20T21:00:00.000Z,钱湖水厂,26,18
2016-04-20T21:00:00.000Z,太古小学,48,33
2016-04-20T21:00:00.000Z,市环境监测中心,48,33
2016-04-20T21:00:00.000Z,万里国际学校,32,22
2016-04-20T22:00:00.000Z,选择监测点,40,27
2016-04-20T22:00:00.000Z,区环保大楼,50,35
2016-04-20T22:00:00.000Z,万里学院,42,29
2016-04-20T22:00:00.000Z,龙赛医院,37,24
2016-04-20T22:00:00.000Z,三江中学,39,27
2016-04-20T22:00:00.000Z,钱湖水厂,28,19
2016-04-20T22:00:00.000Z,太古小学,45,31
2016-04-20T22:00:00.000Z,市环境监测中心,42,29
2016-04-20T22:00:00.000Z,万里国际学校,39,27
2016-04-20T23:00:00.000Z,选择监测点,39,26
2016-04-20T23:00:00.000Z,区环保大楼,45,31
2016-04-20T23:00:00.000Z,万里学院,35,24
2016-04-20T23:00:00.000Z,龙赛医院,32,20
2016-04-20T23:00:00.000Z,三江中学,39,27
2016-04-20T23:00:00.000Z,钱湖水厂,32,22
2016-04-20T23:00:00.000Z,太古小学,39,27
2016-04-20T23:00:00.000Z,市环境监测中心,46,32
2016-04-20T23:00:00.000Z,万里国际学校,46,32
2016-04-21T00:00:00.000Z,选择监测点,41,28
2016-04-21T00:00:00.000Z,区环保大楼,53,37
2016-04-21T00:00:00.000Z,万里学院,38,26
2016-04-21T00:00:00.000Z,龙赛医院,40,26
2016-04-21T00:00:00.000Z,三江中学,32,22
2016-04-21T00:00:00.000Z,钱湖水厂,60,43
2016-04-21T00:00:00.000Z,太古小学,33,23
2016-04-21T00:00:00.000Z,市环境监测中心,45,31
2016-04-21T00:00:00.000Z,万里国际学校,29,20
2016-04-21T01:00:00.000Z,选择监测点,35,24
2016-04-21T01:00:00.000Z,区环保大楼,40,28
2016-04-21T01:00:00.000Z,万里学院,32,22
2016-04-21T01:00:00.000Z,龙赛医院,38,26
2016-04-21T01:00:00.000Z,三江中学,29,20
2016-04-21T01:00:00.000Z,钱湖水厂,48,33
2016-04-21T01:00:00.000Z,太古小学,29,20
2016-04-21T01:00:00.000Z,市环境监测中心,35,24
2016-04-21T01:00:00.000Z,万里国际学校,30,21
2016-04-21T02:00:00.000Z,选择监测点,26,14
2016-04-21T02:00:00.000Z,区环保大楼,28,19
2016-04-21T02:00:00.000Z,万里学院,24,11
2016-04-21T02:00:00.000Z,龙赛医院,29,17
2016-04-21T02:00:00.000Z,三江中学,26,12
2016-04-21T02:00:00.000Z,钱湖水厂,27,16
2016-04-21T02:00:00.000Z,太古小学,27,14
2016-04-21T02:00:00.000Z,市环境监测中心,26,16
2016-04-21T02:00:00.000Z,万里国际学校,26,10
2016-04-21T03:00:00.000Z,选择监测点,26,14
2016-04-21T03:00:00.000Z,区环保大楼,26,18
2016-04-21T03:00:00.000Z,万里学院,23,13
2016-04-21T03:00:00.000Z,龙赛医院,33,23
2016-04-21T03:00:00.000Z,三江中学,25,13
2016-04-21T03:00:00.000Z,钱湖水厂,26,11
2016-04-21T03:00:00.000Z,太古小学,27,14
2016-04-21T03:00:00.000Z,市环境监测中心,28,17
2016-04-21T03:00:00.000Z,万里国际学校,27,8
2016-04-21T04:00:00.000Z,选择监测点,27,18
2016-04-21T04:00:00.000Z,区环保大楼,28,19
2016-04-21T04:00:00.000Z,万里学院,28,19
2016-04-21T04:00:00.000Z,龙赛医院,33,23
2016-04-21T04:00:00.000Z,三江中学,26,18
2016-04-21T04:00:00.000Z,钱湖水厂,25,17
2016-04-21T04:00:00.000Z,太古小学,26,18
2016-04-21T04:00:00.000Z,市环境监测中心,31,21
2016-04-21T04:00:00.000Z,万里国际学校,25,15
2016-04-21T05:00:00.000Z,选择监测点,29,20
2016-04-21T05:00:00.000Z,区环保大楼,22,15
2016-04-21T05:00:00.000Z,万里学院,28,19
2016-04-21T05:00:00.000Z,龙赛医院,30,21
2016-04-21T05:00:00.000Z,三江中学,26,18
2016-04-21T05:00:00.000Z,钱湖水厂,40,28
2016-04-21T05:00:00.000Z,太古小学,26,18
2016-04-21T05:00:00.000Z,市环境监测中心,31,19
2016-04-21T05:00:00.000Z,万里国际学校,32,22
2016-04-21T06:00:00.000Z,选择监测点,32,21
2016-04-21T06:00:00.000Z,区环保大楼,30,21
2016-04-21T06:00:00.000Z,万里学院,29,20
2016-04-21T06:00:00.000Z,龙赛医院,45,31
2016-04-21T06:00:00.000Z,三江中学,25,17
2016-04-21T06:00:00.000Z,钱湖水厂,40,24
2016-04-21T06:00:00.000Z,太古小学,26,18
2016-04-21T06:00:00.000Z,市环境监测中心,34,20
2016-04-21T06:00:00.000Z,万里国际学校,32,22
2016-04-21T07:00:00.000Z,选择监测点,40,28
2016-04-21T07:00:00.000Z,区环保大楼,45,31
2016-04-21T07:00:00.000Z,万里学院,38,26
2016-04-21T07:00:00.000Z,龙赛医院,57,40
2016-04-21T07:00:00.000Z,三江中学,35,24
2016-04-21T07:00:00.000Z,钱湖水厂,46,32
2016-04-21T07:00:00.000Z,太古小学,33,23
2016-04-21T07:00:00.000Z,市环境监测中心,38,25
2016-04-21T07:00:00.000Z,万里国际学校,33,23
2016-04-21T08:00:00.000Z,选择监测点,54,38
2016-04-21T08:00:00.000Z,区环保大楼,64,46
2016-04-21T08:00:00.000Z,万里学院,53,37
2016-04-21T08:00:00.000Z,龙赛医院,72,52
2016-04-21T08:00:00.000Z,三江中学,52,36
2016-04-21T08:00:00.000Z,钱湖水厂,57,40
2016-04-21T08:00:00.000Z,太古小学,46,32
2016-04-21T08:00:00.000Z,市环境监测中心,48,33
2016-04-21T08:00:00.000Z,万里国际学校,45,31
2016-04-21T09:00:00.000Z,选择监测点,64,46
2016-04-21T09:00:00.000Z,区环保大楼,72,52
2016-04-21T09:00:00.000Z,万里学院,58,41
2016-04-21T09:00:00.000Z,龙赛医院,52,36
2016-04-21T09:00:00.000Z,三江中学,82,60
2016-04-21T09:00:00.000Z,钱湖水厂,80,59
2016-04-21T09:00:00.000Z,太古小学,55,39
2016-04-21T09:00:00.000Z,市环境监测中心,49,34
2016-04-21T09:00:00.000Z,万里国际学校,67,48
2016-04-21T10:00:00.000Z,选择监测点,57,40
2016-04-21T10:00:00.000Z,区环保大楼,53,37
2016-04-21T10:00:00.000Z,万里学院,53,37
2016-04-21T10:00:00.000Z,龙赛医院,62,44
2016-04-21T10:00:00.000Z,三江中学,49,34
2016-04-21T10:00:00.000Z,钱湖水厂,84,62
2016-04-21T10:00:00.000Z,太古小学,53,37
2016-04-21T10:00:00.000Z,市环境监测中心,45,31
2016-04-21T10:00:00.000Z,万里国际学校,62,44
2016-04-21T11:00:00.000Z,选择监测点,57,40
2016-04-21T11:00:00.000Z,区环保大楼,58,41
2016-04-21T11:00:00.000Z,万里学院,46,32
2016-04-21T11:00:00.000Z,龙赛医院,69,50
2016-04-21T11:00:00.000Z,三江中学,48,33
2016-04-21T11:00:00.000Z,钱湖水厂,74,54
2016-04-21T11:00:00.000Z,太古小学,55,39
2016-04-21T11:00:00.000Z,市环境监测中心,48,32
2016-04-21T11:00:00.000Z,万里国际学校,60,43
2016-04-21T12:00:00.000Z,选择监测点,62,44
2016-04-21T12:00:00.000Z,区环保大楼,69,50
2016-04-21T12:00:00.000Z,万里学院,55,39
2016-04-21T12:00:00.000Z,龙赛医院,63,45
2016-04-21T12:00:00.000Z,三江中学,58,41
2016-04-21T12:00:00.000Z,钱湖水厂,73,53
2016-04-21T12:00:00.000Z,太古小学,58,41
2016-04-21T12:00:00.000Z,市环境监测中心,53,37
2016-04-21T12:00:00.000Z,万里国际学校,70,51
2016-04-21T13:00:00.000Z,选择监测点,70,51
2016-04-21T13:00:00.000Z,区环保大楼,69,50
2016-04-21T13:00:00.000Z,万里学院,64,46
2016-04-21T13:00:00.000Z,龙赛医院,77,56
2016-04-21T13:00:00.000Z,三江中学,62,44
2016-04-21T13:00:00.000Z,钱湖水厂,87,64
2016-04-21T13:00:00.000Z,太古小学,59,42
2016-04-21T13:00:00.000Z,市环境监测中心,72,52
2016-04-21T13:00:00.000Z,万里国际学校,77,56
2016-04-21T14:00:00.000Z,选择监测点,70,49
2016-04-21T14:00:00.000Z,区环保大楼,62,44
2016-04-21T14:00:00.000Z,万里学院,68,49
2016-04-21T14:00:00.000Z,龙赛医院,98,73
2016-04-21T14:00:00.000Z,三江中学,69,50
2016-04-21T14:00:00.000Z,钱湖水厂,49,27
2016-04-21T14:00:00.000Z,太古小学,67,48
2016-04-21T14:00:00.000Z,市环境监测中心,74,54
2016-04-21T14:00:00.000Z,万里国际学校,74,54
2016-04-21T15:00:00.000Z,选择监测点,70,50
2016-04-21T15:00:00.000Z,区环保大楼,55,37
2016-04-21T15:00:00.000Z,万里学院,69,50
2016-04-21T15:00:00.000Z,龙赛医院,98,73
2016-04-21T15:00:00.000Z,三江中学,75,55
2016-04-21T15:00:00.000Z,钱湖水厂,46,26
2016-04-21T15:00:00.000Z,太古小学,70,51
2016-04-21T15:00:00.000Z,市环境监测中心,74,54
2016-04-21T15:00:00.000Z,万里国际学校,74,54
2016-04-21T16:00:00.000Z,选择监测点,73,52
2016-04-21T16:00:00.000Z,区环保大楼,51,28
2016-04-21T16:00:00.000Z,万里学院,70,51
2016-04-21T16:00:00.000Z,龙赛医院,98,73
2016-04-21T16:00:00.000Z,三江中学,83,61
2016-04-21T16:00:00.000Z,钱湖水厂,55,38
2016-04-21T16:00:00.000Z,太古小学,79,58
2016-04-21T16:00:00.000Z,市环境监测中心,80,59
2016-04-21T16:00:00.000Z,万里国际学校,73,53
2016-04-21T17:00:00.000Z,选择监测点,69,49
2016-04-21T17:00:00.000Z,区环保大楼,47,27
2016-04-21T17:00:00.000Z,万里学院,53,36
2016-04-21T17:00:00.000Z,龙赛医院,89,66
2016-04-21T17:00:00.000Z,三江中学,73,53
2016-04-21T17:00:00.000Z,钱湖水厂,82,60
2016-04-21T17:00:00.000Z,太古小学,67,48
2016-04-21T17:00:00.000Z,市环境监测中心,69,50
2016-04-21T17:00:00.000Z,万里国际学校,77,56
2016-04-21T18:00:00.000Z,选择监测点,63,43
2016-04-21T18:00:00.000Z,区环保大楼,49,27
2016-04-21T18:00:00.000Z,万里学院,64,46
2016-04-21T18:00:00.000Z,龙赛医院,77,56
2016-04-21T18:00:00.000Z,三江中学,50,32
2016-04-21T18:00:00.000Z,钱湖水厂,94,70
2016-04-21T18:00:00.000Z,太古小学,57,40
2016-04-21T18:00:00.000Z,市环境监测中心,55,34
2016-04-21T18:00:00.000Z,万里国际学校,64,46
2016-04-21T19:00:00.000Z,选择监测点,62,42
2016-04-21T19:00:00.000Z,区环保大楼,51,29
2016-04-21T19:00:00.000Z,万里学院,53,37
2016-04-21T19:00:00.000Z,龙赛医院,68,49
2016-04-21T19:00:00.000Z,三江中学,47,30
2016-04-21T19:00:00.000Z,钱湖水厂,108,81
2016-04-21T19:00:00.000Z,太古小学,62,44
2016-04-21T19:00:00.000Z,市环境监测中心,53,30
2016-04-21T19:00:00.000Z,万里国际学校,59,42
2016-04-21T20:00:00.000Z,选择监测点,59,39
2016-04-21T20:00:00.000Z,区环保大楼,53,31
2016-04-21T20:00:00.000Z,万里学院,44,29
2016-04-21T20:00:00.000Z,龙赛医院,75,55
2016-04-21T20:00:00.000Z,三江中学,43,26
